Book Name,Publisher,Author,Discounted Price,Discount Percentage,New Price,Discounted Percentage
İnanç Özgen Kitapları 5 Kitap Set,Kitap Müptelası Yayınları,İnanç Özgen,"572,00",23,"440,44",
Ilık Rüzgarlar,Kitap Müptelası Yayınları,İnanç Özgen,"248,00",23,"190,96",
Beklerken Söylenen,Çıra Yayınları,Zeynep Yıldırım,"120,00",28,"86,40",
Neden Cemil Meriç,Morena Yayınevi,Kamil Yüce,"70,00",33,"46,90",
Madalyanın Ardında,Fa Yayınları,Abis Kaptan,"190,00",23,"146,30",
Transferans,Morena Yayınevi,Oğul F. Uzun,"190,00",33,"127,30",
Üşüyen Kardelen,Kitap Müptelası Yayınları,Sinan Coşkun,"146,00",23,"112,42",
Momentum,Liman Yayınevi,Özlem Ziriğ,"62,00",33,"41,54",
Uzakların Çağrısı,Kitap Müptelası Yayınları,Nermin Güday Kaçar,"286,00",23,"220,22",
Kanlı Dosyalar,Kitap Müptelası Yayınları,Aydın Benli,"146,00",23,"112,42",
Köşedeki Yazılar,Kitap Müptelası Yayınları,Aydın Benli,"138,00",23,"106,26",
Aşkın Adı Bir Leylaymış,Liman Yayınevi,Sebahattin Demir,"216,00",33,"144,72",
Aydın Benli Kitapları 3 Kitap Takım,Kitap Müptelası Yayınları,Aydın Benli,"448,00",23,"344,96",
Halamın Çocukları,Sokak Kitapları Yayınları,Demir Kilit,"45,00",38,"27,90",
Sıraç,Liman Yayınevi,Ali Şerif,"67,00",33,"44,89",
Acı Çeken İnsan,Frekans Kitap,Esra Özbey,"26,00",33,"17,42",
Ölü Doğmak,Librum Kitap,Ayhan Tombul,"200,00",33,"134,00",
Türk Kızı,Kurgan Edebiyat,Fazlı Necip,"288,00",23,"221,76",
Hırka,Biyografi Net İletişim ve Yayın,Mahmut Çetin,"56,00",23,"43,12",
Mirza Meryemhan Divanı,DBY Yayınları,Feyzi Çimen,"405,00",18,"332,10",
Buralarda Herkes Fatma,DKY (Dağhan Külegeç) Yayınevi,Cemile Kurtaş,"45,00",38,"27,90",
Narinnar,DKY (Dağhan Külegeç) Yayınevi,Özlem Oğuz,"45,00",38,"27,90",
Sappho Rüyanın Sonu,Aymira Yayınevi,Osman Kurt,"70,00",33,"46,90",
İsimsiz Seyyareler,YEM Yayın,Şükran Balekoğlu Yamak,"95,00",22,"74,10",
Ahıska Bölgesindeki Gürcülerin Konuştuğu Türk Ağzı,Astana Yayınları,Minara Aliyeva Çınar,"430,00",18,"352,60",
I am The Son of Steppes,Astana Yayınları,Kural Kömek,"50,00",18,"41,00",
Deniz Kurdu,Ötüken Neşriyat,Jack London,"230,00",40,"138,00",
Z - Bir Kuşağı Anlamak,Mundi,Evrim Kuran,"95,00",40,"57,00",
Rus Edebiyatından Seçme Öyküler,Ötüken Neşriyat,Rasim Dirsehan Örs,"270,00",40,"162,00",
İmdat Aşık Oldum,Foliant Yayınları,Cüneyd Suavi,"120,00",29,"85,20",
Kaybolan Mutluluğu Hecelerken,Omca Yayınları,Mikail Söylemez,"66,00",18,"54,12",
Osmanoflar,Ötüken Neşriyat,Kenan Hulusi Koray,"190,00",40,"114,00",
Attar Ali Efendi’nin Sırrı - Kağan’ın Günlüğü,Öğretmen Yazarlar,Hakan Yıldırım,"134,00",23,"103,18",
Asar Serisi 1: Asar`ın Evlatları,Luna Yayınları,Onur Çalcalı,"144,00",23,"110,88",
Küldeki Ayak İzleri,Yade Kitap,Bekir Baz,"90,00",33,"60,30",
Yusuf ile Züleyha,İnsan Yayınları,Molla Cami,"225,00",29,"159,75",
“İhtiyaç Fazlası Tanburî” Müziğin Peşinde 40 Yıl,Pan Yayıncılık,R. Hakan Talu,"175,00",29,"124,25",
Hem Hayatta Hem Ayaktayım,Kırmızı Çatı Yayınları,SEMA DANIŞMAZ,"120,00",23,"92,40",
Sıradan Biri!,Luna Yayınları,Ömür Birkan,"88,00",23,"67,76",
Ahad,Ayyıldız Kitap,Tarık Can,"70,00",23,"53,90",
Bir Hitit Macerası Ninda,Öğretmen Yazarlar,Hakan Yıldırım,"134,00",23,"103,18",
Büyülü Gizem,Kırmızı Çatı Yayınları,Zeynep Ecrin Türker,"60,00",23,"46,20",
Boğaç Han Destanı,Korkut Yayınları,Kolektif,,,"160,00",
Necip Bey !,Luna Yayınları,Orhan Aydın,"81,00",23,"62,37",
Bir Kelebek Masalı Bir Köpek Romanı,Dorlion Yayınları,Ruşen Işık,"133,00",38,"82,46",
Zarif Satırlar,Baygenç Yayıncılık,Halide Nuray,"50,00",33,"33,50",
Asude Bir Bahar,Luna Yayınları,Şule Anıl Sonkaya,"114,00",23,"87,78",
Tragedyalar,Yapı Kredi Yayınları,Edip Cansever,"80,00",35,"52,00",
Dedemin İzinde Tarih Serisi 5 Kitap Kutulu,Yeditepe Yayınevi,Ercan Yılmaz,"325,00",25,"243,75",
Beni Nefessiz Bırakma,Sınırsız Kitap,Yakup Balcı,"120,00",23,"92,40",
Limni`den Geliyorum,H Yayınları,Mustafa Tatcı,"105,00",33,"70,35",
Şiir`cikler,Sınırsız Kitap,Ahmet Çuhacı,"120,00",23,"92,40",
Devlet Danışmanı,Alfa Yayınları,Boris Akunin,"225,00",35,"146,25",
Bütün Şiirleri 2022-1977,Sözcükler Yayınları,Turgay Fişekçi,"180,00",33,"120,60",
Çıkmaz Sokak,Odessa Yayınevi,Gökberk Dursun,"140,00",23,"107,80",
Mark Manson - 2 Kitap Set,Butik Yayınları,Mark Manson,"230,00",33,"154,10",
Uzun Veda,Alfa Yayınları,Raymond Chandler,"165,00",35,"107,25",
Kar Küreyici,Günce Yayınları,Gürbüz Demir,"80,00",23,"61,60",
Benimle Yan 2,Epsilon Yayınevi,Beyza Özaydın,"345,00",40,"207,00",
Tek Beden İki Kadın,Bambuk Yayınevi,Ertuğrul Taş,"148,00",23,"113,96",
Ecin,Cadı Yayınları,Tolga Uluaydın,"165,00",33,"110,55",
Elveda,Apsis Kitap,Songül Baerisch,"50,00",38,"31,00",
Var Olmak Ya Da Olmamak,Şule Yayınları,Taşkın Tuna,"190,00",45,"104,50",
Mavi Yeşil Beyaz Dünyam,İzan Yayıncılık,E. Özden Karaçelebi,"120,00",33,"80,40",
Özlenen Şiirler ve Sözler,Armoni Yayıncılık,Selahattin Vatansever,"150,00",32,"102,00",
Yağmurun Gelini,İzan Yayıncılık,Aydın Kaşkal,"100,00",33,"67,00",
20 Ağustos - Bir Kıyamet Öyküsü,Armoni Yayıncılık,Mustafa Bilgücü,"140,00",32,"95,20",
Yazılar 2,Cinius Yayınları,M. Kemal Adatepe,"140,00",32,"95,20",
İyi Bir Hayat : Yaşanmışlıkların Yararları,Gece Kitaplığı,Sertan Kutay,"180,00",38,"111,60",
Zehirli Meçhul,Armoni Yayıncılık,Muhittin Tanrıverdi,"180,00",32,"122,40",
Kızlarla Aram İyi,Natama Yayınları,Emin Ünlü,"75,00",23,"57,75",
Pek Çok Kışın Ardından,Delidolu,Marian Izaguirre,"169,00",23,"130,13",
Hamburg Türküsü,İzan Yayıncılık,Ozan Şafak Altun,"260,00",33,"174,20",
İnsansa Güzeldir 5,Cinius Yayınları,Mustafa Çelik,"150,00",32,"102,00",
Giresun Ağıdı - Eşref Bey Türküsü,İzan Yayıncılık,Ahmet Aydın,"130,00",33,"87,10",
Keşke Kiminle Yola Çıktığımı Bilseydim,Armoni Yayıncılık,Mustafa Can,"140,00",32,"95,20",
Kabus,Alka Yayınevi,Metin Mammadov,"50,00",32,"34,00",
Denizden Gelen Sır,Platanus Publishing,Joseph Conrad,"156,00",33,"104,52",
Sözünden Dönmeyen Yiğitler,Armoni Yayıncılık,Mustafa Can,"150,00",32,"102,00",
Mevsim Yorgunluğu Değil Bendeki,Armoni Yayıncılık,Mustafa Can,"140,00",32,"95,20",
Yürümeden Koşamazsın Yaşamadan Bilemezsin,Platanus Publishing,Ramazan Özdemir,"320,00",33,"214,40",
Geride Bıraktıklarımız,YAY - Yeni Anadolu Yayınları,Turan Akpınar,"90,00",33,"60,30",
Tam Da O Gece,İzan Yayıncılık,Neslihan Kalaycı,"170,00",33,"113,90",
1960-70 Dönem Romanlarında Toplumsal Mücadele,Cinius Yayınları,Gün Zileli,"170,00",32,"115,60",
Göç Günlüğü,Armoni Yayıncılık,Mustafa Can,"250,00",32,"170,00",
Yazılar 1,Cinius Yayınları,M. Kemal Adatepe,"130,00",32,"88,40",
Deli Ya,Alpos Yayınları,Tolga Uluaydın,"170,00",33,"113,90",
Acı Rüya,Paşa Yayınları,Pariya Shasti,"25,00",28,"18,00",
Fikret,Mahlas Yayınları,Gizem Kılınç Kuruoğlu,"75,00",23,"57,75",
Nüzhet,Remzi Kitabevi,Arın Dilligil Bayraktaroğlu,"140,00",29,"99,40",
Sonsuz Duraklar Yolculuğu,Alternatif Yayıncılık,Hayri Erdoğdu,"120,00",33,"80,40",
Patron,Manos Yayınları,Bahtiyar Kaymak,"100,00",18,"82,00",
Gelincik Düşü,Papirüs Yayınevi,Serpil Özkan,"120,00",23,"92,40",
Zeka Harekatı,Karınca Yayınları,Nur Gürkan,"60,00",23,"46,20",
Sofi`nin Günlüğü,Mahlas Yayınları,Akide Baylar,"75,00",22,"58,50",
Maarif Davamız,Akıl Fikir Yayınları,Osman Çakmak,"200,00",22,"156,00",
Mister Spock Kulağı,Gita Yayınları,Fedai Çakır,"79,90",32,"54,33",
Geçmişi Beklemek,Manos Yayınları,Üzeyir Karahasanoğlu,"100,00",18,"82,00",
Edna Günlükleri,Epsilon Yayınevi,Aygül Mudurlu,"198,50",50,"99,25",
Disleksi,Oasis Kitap,Nurhayat Gündoğdu,"70,00",23,"53,90",
Nasıl Ölünür,İş Bankası Kültür Yayınları,Emile Zola,"180,00",40,"108,00",
Ana,Ema Kitap,Maksim Gorki,"105,00",33,"70,35",
Bırak Serpilsin Aspidistra,İthaki Çocuk Yayınları,George Orwell,"110,00",45,"60,50",
Taaşşuk-ı Talat ve Fitnat,Ema Kitap,Şemsettin Sami,"65,00",33,"43,55",
Mihail,İş Bankası Kültür Yayınları,Panait İstrati,"200,00",40,"120,00",
Gönül Hanım,Ema Kitap,Ahmet Hikmet Müftüoğlu,"60,00",33,"40,20",
Beyaz Zambaklar Ülkesinde,Ema Kitap,Grigory Petrov,"55,00",33,"36,85",
İçimdeki Kırk Kadın,Biz Kitap,Kolektif,"100,00",33,"67,00",
Eski Aşk Geceleri,Ema Kitap,Mehmet Rauf,"65,00",33,"43,55",
Seraph of the End - Kıyamet Meleği 21,Kurukafa Yayınevi,Takaya Kagami,"110,00",25,"82,50",
Protagoras,İş Bankası Kültür Yayınları,Platon (Eflatun),"220,00",40,"132,00",
Kırmızı Çerçi,Natama Yayınları,Gün Ayhan Utkan,"75,00",23,"57,75",
Arkadaş,Ema Kitap,Maksim Gorki,"75,00",33,"50,25",
Zellenbur’un Sıradan Bir Günü,İthaki Yayınları,Metin Nart,"110,00",45,"60,50",
Böğürtlen,Ema Kitap,Mehmet Rauf,"55,00",33,"36,85",
Mendil Acemisi,Şule Yayınları,Belkıs B. Şimşek,"80,00",45,"44,00",
Tayfların ve Yıkımın Şarkısı,Yabancı Yayınları,Roseanne A. Brown,"255,00",45,"140,25",
Protagoras,İş Bankası Kültür Yayınları,Platon (Eflatun),"46,00",40,"27,60",
Kürk Mantolu Madonna,Ema Kitap,Sabahattin Ali,"75,00",33,"50,25",
Meleksiz Olduğum Her Güne Senin Kanatlarınla Başlıyordum,Şule Yayınları,Süleyman Unutmaz,"150,00",45,"82,50",
Aşk-ı Memnu,Ema Kitap,Halit Ziya Uşaklıgil,"105,00",33,"70,35",
Satürn Evleri 5. Cilt,İthaki Yayınları,Hisae İvaoka,"130,00",47,"68,90",
Said Paşa İmami Hasan Rıza Efendi,Şule Yayınları,Türkan Alvan,"300,00",45,"165,00",
Oysa Gökyüzü Muhteşemdi,Epsilon Yayınevi,Dalia Grinkeviciute,"108,50",50,"54,25",
Hepsini Ben Vurdum,Şule Yayınları,Bengisu Gülşen,"90,00",45,"49,50",
Yaralı Dostlarımıza,İthaki Yayınları,Joseph Andras,"80,00",45,"44,00",
Şehir Mektupları,Ema Kitap,Ahmet Rasim,"85,00",33,"56,95",
Goriot Baba,Ema Kitap,Honore de Balzac,"90,00",33,"60,30",
Justine: Erdemin Felaketleri,İthaki Yayınları,Marquis de Sade,"160,00",45,"88,00",
Eylül,Ema Kitap,Mehmet Rauf,"90,00",33,"60,30",
Erdem Bayazıt ve Yedi Güzel Adam,Şule Yayınları,Hüseyin Yorulmaz,"230,00",45,"126,50",
İnsancıklar,Ema Kitap,Fyodor Mihayloviç Dostoyevski,"75,00",33,"50,25",
Tanrı`nın Unutulduğu Yıllar,Fa Yayınları,Sara Gül Turan,"290,00",23,"223,30",
Bir Gün Bir Yabancı,Ekşi Karga Yayınları,Serkan Karadağ,"120,00",32,"81,60",
Zülfiye,İzan Yayıncılık,Atilla Yıldız,"100,00",33,"67,00",
Döngü,Edebiyatist,İsmail Uluöz,"160,00",28,"115,20",
Meyyal,Anima Yayınları,Dilek Özmen Genel,"80,00",23,"61,60",
Giderken Şarkımı Söyle,Edebiyatist,Nurbanu Kablan,"100,00",28,"72,00",
Hipokrat’ın Romanı,Bilgi Yayınevi,B. Suat Çağlayan,"90,00",25,"67,50",
Adsız Kızın Masalı,Edebiyatist,Behiye Sağlam,"140,00",28,"100,80",
Başka Lafım Yok,İzan Yayıncılık,Uğurcan Dilber,"100,00",33,"67,00",
Kilis Yöresi Söz Varlığı,Eğitim Yayınevi - Bilimsel Eserler,Gülşah Parlak Kalkan,"239,00",13,"207,93",
Bilemezsin,Nitelik Kitap,Helin Kahya,"40,00",23,"30,80",
Ekmek Kırıkları,İzan Yayıncılık,Emine Ertekin,"180,00",33,"120,60",
Işık Taşları,Payda Yayıncılık,Nusret Ertürk,"300,00",32,"204,00",
Ülkü Önal Armağanı,Payda Yayıncılık,Kolektif,"250,00",32,"170,00",
Kırmızı Gül,Günce Yayınları,Gül Güzel Prenses,"70,00",33,"46,90",
Kumru Olma Rüyası,Anima Yayınları,Seçil Hidayet,"70,00",23,"53,90",
Yanık Bal Kokusu,Anima Yayınları,Ayşe Şafak Kanca,"70,00",23,"53,90",
Benden Geriye Kalanlar - Anılar ve Şiirler,Payda Yayıncılık,Feyzi Taşolar,"300,00",32,"204,00",
Gurur Ağaçları,Dedalus Kitap,G. K. Chesterton,"80,00",29,"56,80",
Mary King Çıkmazı,Ekşi Karga Yayınları,Nesrin Yıldız,"112,00",32,"76,16",
Aralarda Sen,Günce Yayınları,Necla Erdoğan,"80,00",33,"53,60",
Konyaklı Şişe Işıklı Gemi,Anima Yayınları,Fatih Balkan,"70,00",23,"53,90",
Hasibe Ayten Kitabı - Sanata Sevdalı Bir Hayat,Payda Yayıncılık,Ahmet Özer,"200,00",29,"142,00",
Kuğulu Park Cinayeti,Fa Yayınları,Ali Bayram,"100,00",23,"77,00",
Dünyada ve Türkiye`de Eğitim Sendikası ve Sendikacılığı,Sobil Yayıncılık,Ali Rıza Erdem,"100,00",33,"67,00",
Ömrüm,Zengin Yayıncılık,Serhat Temur,"45,00",23,"34,65",
Karma,Fa Yayınları,Sara Gül Turan,"60,00",23,"46,20",
"Savaş, Cinayet ve İnsanlık Halleri",Ekşi Karga Yayınları,Deniz Özbeyli,"120,00",33,"80,40",
Kararsız Gölgeler,İzan Yayıncılık,Mehmet Zeki Erkozan,"160,00",33,"107,20",
İncili Köşk`te Son Gece,Edebiyatist,Seren Ay Erkek,"140,00",28,"100,80",
Babalar ve Kızları,Bilgi Yayınevi,Selda Uygur,"80,00",25,"60,00",
Bitik,Pikaresk Yayınevi,Altay Ömer Erdoğan,"166,00",33,"111,22",
Sonra,Pikaresk Yayınevi,Ece Apaydın,"134,00",33,"89,78",
Sakınırım Taklidimden Seni Ben,Pikaresk Yayınevi,Salih Mercanoğlu,"132,00",33,"88,44",
Kahramanlık Akademim 19. Cilt,Gerekli Şeyler Yayıncılık,Kohei Horikoşi,"120,00",50,"60,00",
Acı Bal,İkinci Adam Yayınları,Hasan Doğan,"170,00",33,"113,90",
Kavuşma,Ayyıldız Kitap,Ali Tabakoğlu,"35,00",23,"26,95",
Başka,Yitik Ülke Yayınları,Efe Duyan,"210,00",18,"172,20",
Ölü Derimiz,Sel Yayıncılık,Natalia García Freire,"110,00",23,"84,70",
Kardelen Çiçeği,Ayyıldız Kitap,Bahriye Hilal Altınova,"25,00",23,"19,25",
ROM Cilt 1 - Dünya`nın Düşüşü Kapak D,Presstij Kitap,Kolektif,"180,00",29,"127,80",
Çağatayca Kelile ve Dimne Tercümesi,DBY Yayınları,Molla Muhammed Timur,"505,00",18,"414,10",
Kadın Manzaraları,Fihrist Kitap,Kang Kyung-ae,"209,50",33,"140,37",
Gençlik Güzel Şey,İletişim Yayınevi,Ekin Kadir Selçuk,"131,00",18,"107,42",
Kaplumbağalar Ölmesin,Sel Yayıncılık,Erkan Karaaslan,"80,00",23,"61,60",
Sızı,Az Kitap,Mehmet Akif Gülal,"80,00",38,"49,60",
James ve Nora,Alfa Yayınları,Edna O`Brien,"85,00",35,"55,25",
Kör Baykuş,Panama Yayıncılık,Sadık Hidayet,"39,00",33,"26,13",
Osurukçular Kulübü,Sel Yayıncılık,Antoine de Baecque,"155,00",23,"119,35",
1984,E-Kitap Yayıncılık,George Orwell,"530,00",32,"360,40",
Lectus Piris: Kara Kitap,İkinci Adam Yayınları,Ömer Batuhan İspir,"175,00",33,"117,25",
Ayın Eğrisinde,Mavi Nefes Yayınları,Aylin Müftüler,"110,00",33,"73,70",
Senin İçin,İş Bankası Kültür Yayınları,Tevfik Fikret,"240,00",40,"144,00",
Mürekkebe Boyanan Sardunya Serisi Set 3 Kitap,Ephesus Yayınları,Sümeyye Demirkan,"687,00",35,"446,55",
Mecbur,Mavi Nefes Yayınları,Hilal Muammer Yerlikaya,"55,00",33,"36,85",
Mürekkebe Boyanan Sardunya Serisi Set 3 Kitap,Ephesus Yayınları,Sümeyye Demirkan,"747,00",35,"485,55",
Küçük Prenses Kübra,Mavi Nefes Yayınları,Ali Aydoğdu,"50,00",33,"33,50",
Mürekkebe Boyanan Sardunya 3,Ephesus Yayınları,Sümeyye Demirkan,"229,00",35,"148,85",
ROM Cilt 1 - Dünya`nın Düşüşü Kapak B,Presstij Kitap,Kolektif,"112,00",29,"79,52",
Resitatif,Sel Yayıncılık,Toni Morrison,"90,00",23,"69,30",
Pelerin Cilt 3: Günahkar - Presstij Dükkan Varyantı,Presstij Kitap,Kolektif,"80,00",29,"56,80",
Ve Şarkılar Ölümü Çağırır,Fihrist Kitap,M. Dilek Kızmaz,"309,50",33,"207,37",
ROM Cilt 1 - Dünya`nın Düşüşü Kapak C,Presstij Kitap,Kolektif,"180,00",29,"127,80",
Kör Kanun,Mylos Kitap,Emrah Poyraz,"140,00",33,"93,80",
Pelerin Cilt 3: Günahkâr - Kapak A,Presstij Kitap,Kolektif,"175,00",29,"124,25",
What If? Yepyeni Fantastik Dörtlü,Presstij Kitap,Kolektif,"80,00",29,"56,80",
İs Serisi - 4 Kitap Takım,Dokuz Yayınları,Binnur Şafak Nigiz,"900,00",43,"513,00",
Ama,Fihrist Kitap,Vildan Çetin,"209,50",33,"140,37",
What If? Fallen Son,Presstij Kitap,Kolektif,"76,00",29,"53,96",
İyi Kız Karmaşası,Nemesis Kitap,Elle Kennedy,"225,00",40,"135,00",
Yüce Hikmet Hikmet-i Ali,İştirak Yayınevi,Mohsen Pehlivan,"105,00",33,"70,35",
Mürekkebe Boyanan Sardunya 3,Ephesus Yayınları,Sümeyye Demirkan,"249,00",49,"126,99",
Kısas Öyküler: Çölün Ölüleri Kapak B,Presstij Kitap,Kolektif,"64,00",29,"45,44",
5. Kan,Nemesis Kitap,Nursel Köse,"148,00",60,"59,20",
Kirpi Sonic Cilt 4 - Enfeksiyon,Presstij Kitap,Kolektif,"148,00",29,"105,08",
Çare,Ayyıldız Kitap,Burak Baştürk,"35,00",23,"26,95",
Marvel 1872 - Kapak A - Enzo,Presstij Kitap,Kolektif,"198,00",29,"140,58",
Kadın Kalbi,Telgrafhane Yayınları,Anton Çehov,"40,00",29,"28,40",
What If? Gizli Savaşlar,Presstij Kitap,Kolektif,"80,00",29,"56,80",
Geçti Rüzgarın Mevsimi,Nika Yayınevi,Selami Karabulut,"130,00",18,"106,60",
Kelebek Ve Papatya,Armageddon,Ebru Oyacı,"30,00",23,"23,10",
What If? House of M,Presstij Kitap,Kolektif,"86,00",29,"61,06",
Halil Cibran’dan Bilgeliğin Küçük Kitabı,Mona Kitap,Neil Douglas-Klotz,"125,00",35,"81,25",
Nippon 1 İngilizce,Presstij Kitap,Kolektif,"24,00",29,"17,04",
Usagi Yojimbo Sayı 1 Kapak B,Presstij Kitap,Kolektif,"64,00",29,"45,44",
Anılarım - Bu Dünyadan Ben de Geçtim,İştirak Yayınevi,Ozan Çağdaş,"90,00",33,"60,30",
Gelibolu`dan Niğde`ye Aşkın Yolculuğu,Ayyıldız Kitap,Sibel Vural Dikmen,"80,00",23,"61,60",
Denize Doğru,Telgrafhane Yayınları,Orhan Veli Kanık,"45,00",29,"31,95",
Gönül Dili,Favori Yayınları,Hasan Hüseyin Arslan,"60,00",24,"45,60",
Susamak,Kırmızı ve Siyah Yayınevi,Ali Tunç,"100,00",38,"62,00",
The Raven and Other Selected Poems Collins Classics,HarperCollins,Edgar Allan Poe,"199,00",4,"191,04",
Her Bir Zerrem Aşk,Sonçağ Yayınları,Hatice Arslan,"17,50",32,"11,90",
The Alchemist,HarperCollins,Paulo Coelho,"740,00",4,"710,40",
Ömür Tektir,Bengü Yayınları,Dinis Bülekov,"160,00",23,"123,20",
Sessizlik,Siren Yayınları,Don DeLillo,"100,00",23,"77,00",
Günyüzü Edebiyatı,Hemera Yayınları,Asya Nur Şener,"100,00",4,"96,00",
Qerin,Arşiv,Medeni Ayhan,,,"30,00",
İşimiz Gücümüz Laf,Duvar Kitabevi,Kolektif,"35,00",38,"21,70",
Bir İdam Mahkumunun Son Günü,Ren Kitap,Victor Hugo,"55,00",50,"27,50",
Vesselam,Barış Kitap,Emin Aktürk,"60,00",27,"43,80",
Köz - Şiir,Barış Kitap,İbram Erdem,"32,00",27,"23,36",
Deva,Dolce Vita Kitap,Tolga Akpınar,"140,00",38,"86,80",
Sökmeyen Şafak,Emin Yayınları,Vahit Çırak,"44,00",23,"33,88",
Bir Tek Sana Yenildim,Sarissa Yayınları,Yılmaz Taşdelen,"100,00",13,"87,00",
Yunus Emre`nin Şiirlerinde İman-İbâdet-Ahlâk Esaslari,Emin Yayınları,Ali Çelik,"79,00",23,"60,83",
Öksüz Orman Manifestosu - Kırmızı Hali ve Akrep,Flora Kitap,Tülay Geçgel,"145,00",33,"97,15",
The Poison Diaries,HarperCollins,Maryrose Wood,"400,00",4,"384,00",
Lautrec`in Son Pembesi,İzdüşüm Yayınları,Alessandro Barbero,"130,00",28,"93,60",
Elbistan Ağıtları 2,Özgü Yayıncılık,Kolektif,"300,00",28,"216,00",
6 Çocuğun Dilinden Yeni Öğretmen,Sonçağ Yayınları,Çiçek Yayla,"15,00",32,"10,20",
Gözde Nakşidil Sultan,ARK KİTAPLARI,Michele de Grece,"120,00",29,"85,20",
Her Senimi Kaybettim,Lim Yayınları,Sema Çoruh,"23,00",12,"20,24",
D`anderne Sarı Veda,Ceren Yayıncılık,Hakan Özaydınlık,"49,00",23,"37,73",
Yük,Tılsım Yayınevi,Meryem Sönmez,"60,00",33,"40,20",
Alevi Cem Zakirliği,Barış Kitap,Mehmet Ersal,"70,00",27,"51,10",
Baykuşlar Gece Ağlar,Artshop Yayıncılık,Volkan Hacıoğlu,"35,00",38,"21,70",
Aşk Neresi,Barış Kitap,İbram Erdem,"45,00",27,"32,85",
The Monk Who Sold His Ferrari,HarperCollins,Robin Sharma,"460,00",4,"441,60",
Mamidik Çavuş - Gazi Dedem ve Sonrası,Zuzu Kitap,Muhsin Çoşkun,"30,00",33,"20,10",
İnsanlığa Uçuk Kaçık Ama Doğru Mektup,Karahan Kitabevi,Mehmet Sait Kırmacı,"120,00",22,"93,60",
The Death Trade,HarperCollins,Jack Higgins,"400,00",4,"384,00",
Ulaşılmaz Sevdalara Özlem,Sonçağ Yayınları,Şenay Koçulu,"28,00",32,"19,04",
Reyhan,Artshop Yayıncılık,Serpil Devrim,"50,00",38,"31,00",
Şıvgın - Soluk Yaşam Görüntüleri : 3,Barış Kitap,İbram Erdem,"40,00",27,"29,20",
Revenge Wears Prada: The Devil Returns,HarperCollins,Lauren Weisberger,"400,00",4,"384,00",
Northanger Abbey,HarperCollins,Jane Austen,"199,00",4,"191,04",
The Poison Diaries: Nightshade,HarperCollins,Maryrose Wood,"400,00",4,"384,00",
Not Düşüyorum,Yazı Dükkanı,Ethem Arı,"40,00",23,"30,80",
Yaşsız Kadın,Ceren Yayıncılık,Gül Ayşe Aydemir Yaldız,"45,00",23,"34,65",
Edirne`nin Ardı da Baylar - 25 Yazardan Edirne Tarihine Dair Anlatılar,Ceren Yayıncılık,Kolektif,"120,00",23,"92,40",
Selected Short Stories Collins Classics,HarperCollins,Rabindranath Tagore,"199,00",4,"191,04",
İç Dünyam,Bengü Yayınları,Erkut Dinç,"70,00",23,"53,90",
Keşiş Dağının Yamacında,Sonçağ Yayınları,Halil Çıkrıklar,"37,00",32,"25,16",
The Sonnets Collins Classics,HarperCollins,William Shakespeare,"199,00",4,"191,04",
Yoldaki Not Defterim,Barış Kitap,Mehtap Dede,"75,00",27,"54,75",
Sevda Ne Güne Durur Toplu Şiirler 1975 - 2020,Barış Kitap,Yalçın Duman,"42,00",27,"30,66",
Bezik Aşka Davettir,Sonçağ Yayınları,M. Bahattin Adıgüzel,"58,00",32,"39,44",
Aforizmalar,Kırmızı Kedi Yayınevi,Robert Musil,"50,00",28,"36,00",
Görünmezim Ben,Monera Yayınları,Sinem Kaya Özçelik,,,"60,00",
Mutlu Bir Hikaye İstiyorum,Artshop Yayıncılık,Güzide Sarı,"30,00",38,"18,60",
Halkada Duranlara,Tasfiye Kitaplığı,Ahmet Örs,"30,00",18,"24,60",
Kankam Süper Kahraman - Muhteşem İkili,Semerci Yayınları,Serkan Köse,"20,00",24,"15,20",
Türkiş Dekameron,Artshop Yayıncılık,Işıl Özgentürk,"35,00",38,"21,70",
Alex’in Bilinmeyenleri 2,Artshop Yayıncılık,Elena Mantu,"35,00",38,"21,70",
Bir Cimrinin Günlüğü,Sonçağ Yayınları,Emre Şeyda,"47,00",32,"31,96",
Divan,Emin Yayınları,Mehmet Yalar,"20,00",23,"15,40",
Bozoğlan Çeşmesi,Sonçağ Yayınları,Mustafa Tanyeri,"68,00",32,"46,24",
Kafes,Zinde Yayıncılık,Numan Venedik,"20,00",33,"13,40",
Kambur,Elpis Yayınları,Nicat Yusuf,"139,00",38,"86,18",
Ulpan,Bengü Yayınları,Gabit Müsirepov,"160,00",23,"123,20",
Dilbilgisi,Sarissa Yayınları,Taki Akkuş,"100,00",13,"87,00",
Bence Artık Sen de Hermes Gibisin,Parma Kitap,Elif Ata,"120,00",33,"80,40",
Edebiyat Tahlilleri,Türk Edebiyatı Vakfı Yayınları,Necmettin Hacıeminoğlu,"150,00",22,"117,00",
Aydınlanma Yolunda Bir Gezgin,Barış Kitap,Mehmet Arayıcı,"80,00",27,"58,40",
Şehrin Velileri,Porsuk Kültür Yayıncılık,Mehmet Palabıyık,"27,50",33,"18,43",
Yükselen Değer Öküzlük,Barış Kitap,Orhan Selen,"50,00",27,"36,50",
Tozlu Sandıklardan Usta Ceketler 1 - Duayen Şeflerden Tadında Hikayeler ve Tavsiyeler,Detay Yayıncılık,Kolektif,"80,00",9,"72,80",
