Book Name,Publisher,Author,Discounted Price,Discount Percentage,New Price,Discounted Percentage
Geçici,İthaki Yayınları,Hilary Leichter,"150,00",45,"82,50",
Toprağa Basınca,Cumhuriyet Kitapları,Talip Apaydın,"185,00",24,"140,60",
Denizin Delisi,Günce Yayınları,Deniz Süheyla Ergüler,"80,00",33,"53,60",
Yusuf Atılgan`ın Roman Dünyası - Toroslu Kitaplığı,Salkımsöğüt Yayınları,Ali İhsan Kolcu,"400,00",29,"284,00",
İstibdad Karşısında Recaizade Mahmut Ekrem,Salkımsöğüt Yayınları,Ali İhsan Kolcu,"220,00",29,"156,20",
İstibdad Karşısında Abdullah Cevdet,Salkımsöğüt Yayınları,Ali İhsan Kolcu,"220,00",29,"156,20",
Üçü Çeyrek Geçe,Müptela Yayınları,Mehmet Emin Altan,"175,00",45,"96,25",
Gece Uçuşu,Kiço Yayınları,Antoine de Saint-Exupery,,,"12,50",
Bir Varmış Bir Yokmuş,Liman Yayınevi,Sadri Ertem,"153,00",33,"102,51",
Kalp İncisi,Günce Yayınları,Gülçehre Kudretillakızı,"150,00",33,"100,50",
"Masa, Bayrak, Sandalye",İthaki Yayınları,Serhat Çelikel,"280,00",45,"154,00",
Jesus Love,Platanus Publishing,Burhan Cebeci,"264,00",33,"176,88",
Ölühane Kapıları - Malazan Yitikler Kitabı 2,İthaki Yayınları,Steven Erikson,"580,00",45,"319,00",
Kırlangıcın Ahı,Platanus Publishing,Esmer Cebe,"432,00",33,"289,44",
Efendime Söyleyeyim,Yakın Plan Yayınları,Yavuz Bülent Bakiler,"90,00",29,"63,90",
Yunus Emre ve Türkçe,Salkımsöğüt Yayınları,İsmail Özmel,"120,00",29,"85,20",
Vazgeçme Benden,Linza Yayınları,Özgül Bingül Ayhan,"120,00",33,"80,40",
Ömrüme Dolan Nursun,İkinci Adam Yayınları,Serap Tardü Arısan,"130,00",33,"87,10",
Çocukluk,Vakıfbank Kültür Yayınları,Graciliana Ramos,"126,00",23,"97,02",
Yasemin Yağmurları Altında,Cinius Yayınları,Kayla Yıldırım,"420,00",32,"285,60",
Yolcu,Hemera Yayınları,Nur Kramer,"80,00",33,"53,60",
Toplu Oyunlar 26,Cinius Yayınları,Hidayet Sayın,"230,00",32,"156,40",
Tollu,İkinci Adam Yayınları,Akın Özbek,"100,00",33,"67,00",
Kırkikindi,Cinius Yayınları,Nevzat Kalafatçıoğlu,"100,00",32,"68,00",
Ruddleborn 1,Linza Yayınları,Numan Çakır,"130,00",33,"87,10",
Solmuş Şiirler,Hemera Yayınları,Kağan İbrahim Kızıl,"80,00",33,"53,60",
Bir Şiir Bin Anı,Cinius Yayınları,Zeki Abatay,"100,00",32,"68,00",
Tanıyamadığım Babam,Cinius Yayınları,Gülhanım Yirik Oğuz,"140,00",32,"95,20",
İçerdeki Yeis,İkinci Adam Yayınları,Nilay Kocaoğlu,"120,00",33,"80,40",
Danişmend Gazi,Parya Kitap,Sedat Bilkutay Çebni,"100,00",33,"67,00",
Sen Başka Dünyalarda,Cinius Yayınları,Elinka Emel Güneş,"120,00",32,"81,60",
Sen Gittin Ben Sevdim,Linza Yayınları,Özgül Bingül Ayhan,"140,00",33,"93,80",
Girift,İkinci Adam Yayınları,Özlem Ürün,"100,00",33,"67,00",
Benjamin ve Ben,Dex Yayınevi,Ayşe Ebru Tezcan,"99,00",30,"69,30",
Yıldıztutan,Kaos Çocuk Parkı Yayınları,Devrim Kalkan,"300,00",33,"201,00",
Gölgeler,Parola Yayınları,Ayşe Kudat,"80,00",40,"48,00",
Güdü,Pegasus Yayınları,Ashley Audrain,"249,00",40,"149,40",
Malakalı Kadın,Dorlion Yayınları,Francis De Croisset,"219,00",38,"135,78",
Yara,Dorlion Yayınları,Mehmet Rauf,"80,00",38,"49,60",
Efendi İle Uşak,Dorlion Yayınları,Lev Nikolayeviç Tolstoy,"80,00",38,"49,60",
Fakir Milyoner Çocuğu,Dorlion Yayınları,Frances Hodgson Burnett,"181,00",38,"112,22",
Kurt Kanı,Dorlion Yayınları,Jack London,"165,00",38,"102,30",
Tabancalı Kız,Alfa Yayınları,Murat Menteş,"295,00",35,"191,75",
İçimdeki İnsan,Dorlion Yayınları,Ahmet Aksu,"80,00",38,"49,60",
Yarının Şafağı,Dorlion Yayınları,Frances Hodgson Burnett,"80,00",38,"49,60",
İmparatoriçe ve Saray,Dorlion Yayınları,Sadri Ertem,"95,00",38,"58,90",
Dar Kapı,Dorlion Yayınları,Andre Gide,"120,00",38,"74,40",
Unutulmaz Hatıralar,Dorlion Yayınları,Rachel Field,"257,00",38,"159,34",
Tabancalı Kız,Alfa Yayınları,Murat Menteş,"350,00",35,"227,50",
Tasavvur mu Gerçek mi?,Avesta Yayınları,Borhaneddin A. Yassin,"190,00",32,"129,20",
Uçuştan Uçuşa,Metis Yayınları,Ursula K. Le Guin,"158,00",18,"129,56",
Beş Şiir Bir Hikaye,Sokak Kitapları Yayınları,Metin Karatay,"40,00",38,"24,80",
Şikayetler,Alfa Yayınları,Ian Rankin,"190,00",35,"123,50",
Karanlığın Yüreği,Alfa Yayınları,Joseph Conrad,"195,00",35,"126,75",
Sırtımı Gölgeme Verdim,Sokak Kitapları Yayınları,Tuncay Vidin,"40,00",38,"24,80",
Fırtına Kuşu,Dorlion Yayınları,Marcelle Tinayre,"100,00",38,"62,00",
Hırsız ve Burjuva,Sia Kitap,Hüsnü Arkan,"85,00",40,"51,00",
Gül ve Ateş,Ravza Yayınları,Sabiha Doğan,"150,00",38,"93,00",
Küflü Ekmek Gibidir Yaşamak,Sokak Kitapları Yayınları,Hamza Eş,"34,00",38,"21,08",
Aşkla Çarp Kalbim,Sokak Kitapları Yayınları,Peymal Babil,"35,00",38,"21,70",
Yeni Cahiller,Everest Yayınları,Ferit Edgü,"85,00",35,"55,25",
Amber Çiçeği,Ceylan Yayınları,Halil İçöz,"160,00",33,"107,20",
Ön Yargı,Sokak Kitapları Yayınları,Esra Turgut,"40,00",38,"24,80",
Karanlığın Yüreği,Alfa Yayınları,Joseph Conrad,"100,00",35,"65,00",
Perisiz Köşk,Maceraperest Kitaplar,Yaprak Öz,"250,00",23,"192,50",
Üçüncü Ayağım,Sokak Kitapları Yayınları,Tuba Bulat,"40,00",38,"24,80",
Anlaşılmak İster İnsan,Liman Yayınevi,Çınar Özdemir,"125,00",33,"83,75",
Esirsayar,Zinde Yayıncılık,Güven Çetinkaya,"60,00",33,"40,20",
Şiirler ve Öyküler,Yar Yayınları,Ernesto Che Guevara,"168,00",28,"120,96",
Kayıp Yıllar,Babıali Kitaplığı,Hidayet Yünsel,"160,00",31,"110,40",
Kayrakçıların Ramazan,Dorlion Yayınları,Kenan Gökçe,"176,00",38,"109,12",
Korona Anılarım,Karina Yayınevi,Alpaslan Cengiz,"40,00",28,"28,80",
Alfabetik Şiir Kitabı - 29 Harf 129 Şiir,Karina Yayınevi,Recep Karagöl,"50,00",28,"36,00",
Elden Gelen,Karina Yayınevi,Berkay Midilli,"120,00",28,"86,40",
Aynadaki Güneş,Karina Yayınevi,H. Gülcan Köprülü,"90,00",28,"64,80",
Çekirge,Yar Yayınları,Oleg Tihomirov,"168,00",28,"120,96",
Son Ayı Fleksi Kapak,Genç Timaş,Hannah Gold,"160,00",28,"115,20",
Eskimeyen Dostlar,Kossot Yayınları,Yusuf Ziya Leblebici,,,"40,00",
İçimdeki Müzik Fleksi Kapak,Genç Timaş,Sharon M. Draper,"210,00",28,"151,20",
Tanrı’nın Şifresi,Engin Yayınevi,Mehmet Hengirmen,"160,00",29,"113,60",
Sandığın Kişi Değilsin,April Yayıncılık,Christian White,"74,00",33,"49,58",
Unutursam Geçer Belki,Küsurat Yayınları,İnci Büşra Aksak,"70,00",23,"53,90",
Bir Safdilin Hatıra Defteri,İş Bankası Kültür Yayınları,Arkadi Averçenko,"200,00",40,"120,00",
Nazlı Canan,Kossot Yayınları,Yusuf Ziya Leblebici,,,"40,00",
"Ben, Claudius",İş Bankası Kültür Yayınları,Robert Graves,"440,00",40,"264,00",
Superman Klan`ı Dağıtıyor,Epsilon Yayınevi,Gene Luen Yang,"245,00",50,"122,50",
Birdenbire,Küsurat Yayınları,Hilal Selvi,"70,00",23,"53,90",
Ömrümüm Notaları,Kossot Yayınları,Dilek Hokkaömeroğlu,,,"40,00",
Tanrı Claudius,İş Bankası Kültür Yayınları,Robert Graves,"460,00",40,"276,00",
Yolda Ansızın,Everest Yayınları,Tuğba Çelik,"80,00",35,"52,00",
İçimde Bahçeler,Edebiyatist,Anıl Yavuz,"150,00",28,"108,00",
Makul Kelimeler,Siyah Beyaz Yayınları,Mustafa Tanju Bal,"100,00",33,"67,00",
Beni Gülüşümle Hatırlayın,Artshop Yayıncılık,Abdurrahman Çetin,"35,00",38,"21,70",
Racconizm Vol. 2 - Keşke Yavaş Yavaş Acele Etseydim,Edebiyatist,Ahmet Sönmez,"240,00",28,"172,80",
Dilimde Yılan Isırığı,Artshop Yayıncılık,Rahime Henden,"40,00",38,"24,80",
Kardeşliğe Hançer,Motto Yayınları,Murat Şaşzade,"205,00",33,"137,35",
Kara Kıta Uyanıyor - Geçmişin İzinde 3,Herdem Kitap,Cihan Ormancı,"175,00",32,"119,00",
Acımasız Buz Yangını,Edebiyatist,Yaşar Yıltan,"200,00",28,"144,00",
Mutluluk Okulu,Yeni İnsan Yayınevi,Kardelen Özdemir,"262,00",29,"186,02",
Hiçlik Makamı,Artshop Yayıncılık,Mehpare Ümit Kılıç,"30,00",38,"18,60",
Kırdığım Yerinden Öptüm Kalbini - Lirik Şiirler,Siyah Beyaz Yayınları,Mehmet Tektemur,"20,00",33,"13,40",
Çar Sterk,Sitav Yayınevi,Dildar Dideri,"20,00",32,"13,60",
Dungeons & Dragons: Sonsuz Macera Günleri,Presstij Kitap,Kolektif,"400,00",29,"284,00",
Rika Qirejü,Sitav Yayınevi,Sileman Feqiyani,"190,00",32,"129,20",
Siwad,Sitav Yayınevi,İdris Erenç,"200,00",32,"136,00",
Divanu İbrahim ???????,Asalet Yayınları,Enes Eldugeym,"140,00",50,"70,00",
Mamoste,Sitav Yayınevi,Sileman Feqiyani,"200,00",32,"136,00",
Defenders Cilt 1: Elmaslar Sonsuzdur,Presstij Kitap,Kolektif,"198,00",29,"140,58",
Defenders Cilt 2: New York`un Elabaşları,Presstij Kitap,Kolektif,"198,00",29,"140,58",
Xelefe Şerwani,Sitav Yayınevi,Wasfi Ak,"100,00",32,"68,00",
Einstein’ın Buzdolabı,Dokuz Yayınları,Steve Silverman,"119,00",59,"48,79",
Ez Peşeroj Im,Sitav Yayınevi,Ehmede Sedef,"100,00",32,"68,00",
Ehmede Hekariyan,Sitav Yayınevi,Sileman Feqiyani,"230,00",33,"154,10",
Rev,Sitav Yayınevi,Sileman Feqiyani,"220,00",33,"147,40",
Key Hekar,Sitav Yayınevi,Wasfi Ak,"100,00",32,"68,00",
Astrobiyoloji,Say Yayınları,Andrew May,"125,00",28,"90,00",
Yeşilin Kızı Anne 6: Ingleside,Artemis Yayınları,Lucy Maud Montgomery,"175,00",35,"113,75",
Kalbe Dokunan Öğretmen,Beka Yayınları,Duran Çetin,"145,00",38,"89,90",
Tanrı Ve Şeyh Adi Kusursuzdur,Avesta Yayınları,Xelil Cindi Reşow,"480,00",32,"326,40",
Kitab-u Ehmediye,Avesta Yayınları,Zeydin Güllü,"110,00",32,"74,80",
Bir Hayatın Döngüsü,Dorlion Yayınları,Güven Bozsu,"102,00",38,"63,24",
Ölü Yıldızın Dört Yolcusu,Sakin Kitap,Salih Öztürk,"150,00",33,"100,50",
Sürgün,Dorlion Yayınları,Maksim Gorki,"115,00",38,"71,30",
Sokakta Harp Var! Unutturmadıklarımız Serisi,Dorlion Yayınları,Kemal Ahmet,"80,00",38,"49,60",
Dostum Dünya,Klaros Yayınları,Mehmet Girgin,"100,00",33,"67,00",
Misketten Mermiye - Karanlığa Geçiş,Dorlion Yayınları,Ahmet Kızıl,"145,00",38,"89,90",
Nedim Divanı,Dorlion Yayınları,Ahmet Nedim,"95,00",38,"58,90",
Yalın Ayaklar,Halk Kitabevi,Şanver Sarısaltun,"90,00",33,"60,30",
Rahman`ın Kavalı,Dorlion Yayınları,S. Oral Uyan,"95,00",38,"58,90",
Ömrümü Yedi Kadınlar,Eksik Parça Yayınları,Yudum İşbecer,"95,00",28,"68,40",
Edimbilim,Dorlion Yayınları,Seyyare Duman,"120,00",38,"74,40",
Başka Bir Diyeceğim Yok,Klaros Yayınları,Su Sesim Şahin,"100,00",33,"67,00",
On İki Ada Nasıl Kaybedildi?,Klaros Yayınları,Rıdvan Yıldız,"180,00",33,"120,60",
Düşkünler Unutturmadıklarımız Serisi,Dorlion Yayınları,Sadri Ertem,"155,00",38,"96,10",
Doğmadan Başlayan,Klaros Yayınları,Halil Akyol,"120,00",33,"80,40",
Gelincik Günlüğü,Klaros Yayınları,Mehmet Girgin,"100,00",33,"67,00",
Çürümeye Uyananlar,Klaros Yayınları,Zeynep Yoldaş,"100,00",33,"67,00",
Uzaktaki Boşluk,Yeni İnsan Yayınevi,Alper Ünlü,"306,00",29,"217,26",
Shaman King - Şaman Kral 5. Cilt,Akıl Çelen Kitaplar,Hiroyuki Takei,"110,00",55,"49,50",
Diyaloglar,Klaros Yayınları,Zafer Albayrak,"160,00",33,"107,20",
Yaşam Esintileri,Klaros Yayınları,Şermin Aydın,"170,00",33,"113,90",
Çürük Memet,Klaros Yayınları,Hasan Şahin,"140,00",33,"93,80",
Hişşt!,Klaros Yayınları,Adil Okay,"140,00",33,"93,80",
Aşkın Teorisi,Perseus,Hakkı Elikara,"159,00",38,"98,58",
Hüsran,Perseus,Ümit Değer,"139,00",38,"86,18",
Son İmparator ve Asaf Cin,Kitap Arası,Erol Okutucu,"110,00",17,"91,30",
Sevginin Direnci,Platform Kültür Sanat Yayınları,İsmet Çallıbay,"110,00",33,"73,70",
Sonsuz Bir Aşkın Gölgesinde,İkinci Adam Yayınları,Neşe Kaya,"125,00",33,"83,75",
Kanadı Kırık Serçeler,Tunç Yayıncılık,Muhlis Şutanrıkulu,"100,00",28,"72,00",
Boyun Cüzdanı,Ateş Yayınları,Kolektif,"65,00",32,"44,20",
Soysuzlar Geçidi,İkinci Adam Yayınları,Levent Tarık Şencan,"229,00",33,"153,43",
Düğüm,Şiirden Yayıncılık,Zeynep Uzkur,"120,00",28,"86,40",
Huzur Koleksiyoncusu,Okur Kitaplığı,Cihat Albayrak,"172,00",29,"122,12",
Arka Bahçe,Feniks Yayınları,Ömer Murat Ateş,"120,00",25,"90,00",
Melekler Şahit Olsun,Ateş Yayınları,Erdem Kaya,"85,00",32,"57,80",
Kum Krallığı,Kora Yayın,Necmettin Bayraktar,"70,00",33,"46,90",
Buda`da Bir Boşanma,Yapı Kredi Yayınları,Sandor Marai,"110,00",35,"71,50",
Dr. Kirkor`un Jinekologluğu,Luna Yayınları,Ercan Yılmaz,"88,00",23,"67,76",
Benim Şirim Benim Hatam,Tunç Yayıncılık,Fatma Şahin Gündoğan,"40,00",28,"28,80",
Seng-i Jade,Parya Kitap,Seda Gedik,"100,00",33,"67,00",
Melal,Elpis Yayınları,Fatih Mehmet Aydemir,"99,00",37,"62,37",
Bir Yudum Nefes,Tunç Yayıncılık,Kuloğlu Ömer,"150,00",28,"108,00",
21. Yüzyılda Ali Şeriati’yi Okumak,Paradigma Akademi Yayınları,Kolektif,"150,00",18,"123,00",
Hülya - Düş,Karahan Kitabevi,Murat Ölmez,"35,00",22,"27,30",
Cesur Kız - Bir Kedi Öyküsü,Luna Çocuk Yayınları,Derya Murat,"70,00",23,"53,90",
Başka Kardeşi Var mı?,Müptela Yayınları,Kıvanç Gülmez,"140,00",45,"77,00",
Mavi Ortaklığı,Tunç Yayıncılık,Sevil Özdemir,"40,00",28,"28,80",
Sodom`un 120 Günü,İthaki Yayınları,Marquis de Sade,"240,00",45,"132,00",
Huzursuz Ölüler,Yabancı Yayınları,Simon Beckett,"165,00",45,"90,75",
Hüzünlere Elveda,Tunç Yayıncılık,Sevil Özdemir,"40,00",28,"28,80",
Kurmacayı Yıkmak,Kopernik Kitap,Nurbanu İnan,"100,00",32,"68,00",
Yirmi Yıl Sonra,Orman Kitap,Charlie Donlea,"110,00",33,"73,70",
Vurgun Yüreğim,Ateş Yayınları,Ayşe Okay,"85,00",32,"57,80",
Benimle Yan - 2 Sert Kapak,Epsilon Yayınevi,Beyza Özaydın,"395,00",32,"268,60",
Çocukluğumun Kışına Dair,Gece Kitaplığı,Kolektif,"165,00",38,"102,30",
Ginza Hayaleti ve Diğer Gizem Öyküleri,İthaki Yayınları,Keikiçi Osaka,"160,00",55,"72,00",
Boşluklar Avundukça Büyür,Kafe Kültür Yayıncılık,Melek Şahin Kayaş,"100,00",29,"71,00",
Son İlkbahar,Luna Yayınları,Behzat Değirmenci,"88,00",23,"67,76",
Disney Sonsuza Dek Mutsuz Vanessa,Beta Byou,Lorie Langdon,"189,50",23,"145,92",
Hüsran,Perseus,Şeyma Koç,"289,00",37,"182,07",
Kendinsin,Ateş Yayınları,İsmail Esiner,"75,00",32,"51,00",
Bir Dil Niye Kanar,Avesta Yayınları,Muhsin Kızılkaya,"230,00",29,"163,30",
Yeniden Doğuş,Mona Kitap,Sabrin İsmetli,"225,00",35,"146,25",
Andromeda Evrimi,Nemesis Kitap,Michael Crichton,"184,00",60,"73,60",
Yara Öğreticidir,İkinci Adam Yayınları,Gamze Karabulut,"120,00",33,"80,40",
Kendimce,İkinci Adam Yayınları,Alara Tigrel,"105,00",33,"70,35",
Özgür,Doğan Kitap,E. L. James,"249,00",30,"174,30",
Terapist,Doğan Kitap,B. A. Paris,"145,00",30,"101,50",
Modern Hayat Sayıklamaları,Ateş Yayınları,Celaleddin Ceyhan,"75,00",32,"51,00",
Kar Gibi Bembeyaz Teninde Sev Ülkeni Berfin,Ateş Yayınları,Mehmet Emin Akkeçi,"85,00",32,"57,80",
Kadınca,Ateş Yayınları,Ayşe Acer,"120,00",32,"81,60",
Gönülce,Ateş Yayınları,Ömer Hattapoğlu,"120,00",32,"81,60",
Çakır Dedem,Tunç Yayıncılık,Salih Koç,"80,00",28,"57,60",
Sonsuzluğun Melodisi 1: Yeryüzündeki Valhalla,Luna Yayınları,Mert Öncel,"92,00",23,"70,84",
Puzzle Parçaları - 1. Kitap,Siyah Beyaz Yayınları,Nurcan Süelden,"170,00",33,"113,90",
İt İrfan - Aşka Engel Olan Köpek,Karahan Kitabevi,Murat Ölmez,"160,00",22,"124,80",
En Parlak Gece,Dex Yayınevi,Jennifer L. Armentrout,"260,00",30,"182,00",
Daisy Jones ve The Six,Yabancı Yayınları,Taylor Jenkins Reid,"235,00",53,"110,45",
Dede Korkut Hikayeleri,Turkuvaz Kitap,Serap Alper,"115,00",28,"82,80",
Sen Sor Evren Cevaplasın,Mona Kitap,Çelik Hamit Annak,"149,00",35,"96,85",
Begonya İhaneti,Klaros Yayınları,Hikmet Kavasoğlu,"160,00",33,"107,20",
Kumkapılı Kadın,Kora Yayın,Mahmut Baycan,"120,00",33,"80,40",
Hazal,DS Yayınları,Azad Ersin Yılmaz,"35,00",29,"24,85",
İçimdeki Sen,Tunç Yayıncılık,Sevil Özdemir,"60,00",28,"43,20",
Eza,Klaros Yayınları,Hasan Kaplan,"250,00",33,"167,50",
Görkemli Şiirler,Navis Yayınları,Ezgi Deniz Gu¨neş,"30,00",28,"21,60",
Cepheye Kolonya,Büyüyen Ay Yayınları,Bekir Şamil Potur,"80,00",27,"58,40",
Üç Artı Bir Olasılık,Klaros Yayınları,Ekrem Temiz,"200,00",33,"134,00",
İçimdeki Kız,Büyüyen Ay Yayınları,Rukiye Kebiri,"150,00",27,"109,50",
Ben Sizin Mükemmel Meksikalı Kızınız Değilim,Nemesis Kitap,Erika L. Sanchez,"178,50",60,"71,40",
Almancada Çekim Ekleri ve Türkçe Karşılıkları,Eğitim Yayınevi - Bilimsel Eserler,Mehmet Dudar Canlı,"125,00",13,"108,75",
Şirin-ce,Ateş Yayınları,Şükriye Şirin,"75,00",32,"51,00",
Rosario + Vampire - Tılsımlı Kolye ve Vampir Sezon 2 Cilt 6,Akıl Çelen Kitaplar,Akihisa İkeda,"110,00",55,"49,50",
Kalanın Hikayesi,Klaros Yayınları,Şükrü Çiftçi,"100,00",33,"67,00",
Kartal Kanadını Açtığında,Doğan Kitap,Ömer Uçar,"229,00",30,"160,30",
Tahir İle Zühre,DS Yayınları,Hamid Ahmadzadeh,"25,00",29,"17,75",
Mavi 55,Günışığı Kitaplığı,Lynne Kelly,"170,00",28,"122,40",
İçimdeki Notları Aşk Gibi Okumak,Ateş Yayınları,Yılmaz Kuzucu,"85,00",32,"57,80",
Metin ve Angeli,Klaros Yayınları,Fatih Cihat Köksal,"150,00",33,"100,50",
Çok Çalışıyoruz,Doğan Kitap,Erdem Aksakal,"99,00",46,"53,46",
Yoko,İthaki Yayınları,Zeynep Alpaslan,"90,00",45,"49,50",
Kiraz Ölümü,Klaros Yayınları,Yunus Emre Öksüz,"100,00",33,"67,00",
Dedemin Serüveni,Ateş Yayınları,Rojin Aktaş,"75,00",32,"51,00",
Gün Işığı,Klaros Yayınları,Nejla Arslan,"200,00",33,"134,00",
Gönül Kenti,Ateş Yayınları,Zafer Derin,"69,00",32,"46,92",
Sudaki Yüzler,Yapı Kredi Yayınları,Janet Frame,"200,00",35,"130,00",
Vahşi Hayat,Jaguar Kitap,Richard Ford,"110,00",33,"73,70",
50`den Sonra Ben Deniz,İkinci Adam Yayınları,Deniz Durmuşoğlu,"120,00",33,"80,40",
Sürmene`den Çıktım Yola,Siyah Beyaz Yayınları,Fikret Demir,"175,00",33,"117,25",
Klasik Arap Edebiyatında Fizikötesi Yolculuklar,Kitap Dünyası Yayınları,Yeliz Çiçek,"150,00",28,"108,00",
Rönesans Dünyası,Alfa Yayınları,Susan Wise Bauer,"470,00",35,"305,50",
Bir Meleğin Gözyaşları,İkinci Adam Yayınları,Ali Yaşar Demirci,"225,00",33,"150,75",
Aforizmalar,Siyah Beyaz Yayınları,Mehmet Murat İldan,"160,00",33,"107,20",
Miras,Theseus Yayınevi,Binnur Karaevli,"239,00",38,"148,18",
Aylak Bipolar,İkinci Adam Yayınları,Samet Karaevli,"100,00",33,"67,00",
Gri`ye Takılanlar,Siyah Beyaz Yayınları,Nurcan Çiçek,"100,00",33,"67,00",
Sesini Duyur 2 Hediyeli Özel Kutulu,Ephesus Yayınları,M. Rise,"279,00",35,"181,35",
Sesini Duyur 2,Ephesus Yayınları,M. Rise,"249,00",35,"161,85",
Uyanış,Çimke Yayınevi,Fatma Nur,"80,00",33,"53,60",
Çekiç ve Gül,İletişim Yayınevi,Emrah Serbes,"241,00",18,"197,62",
Huzursuz Kalp Sendromu,Hece Yayınları,Merve Özgenli Çelik,"71,00",32,"48,28",
Rengarenk Şiirler,Çimke Yayınevi,Meryem Uysal,"95,00",33,"63,65",
Mürekkebe Boyanan Sardunya - 3 Yan Boyamalı Özel Baskı,Ephesus Yayınları,Sümeyye Demirkan,"224,00",55,"100,80",
Bunlar Da Mı İnsan,Can Yayınları,Primo Levi,"140,00",40,"84,00",
Siyah Merkez,Nar Genç,Melek Çe,"150,00",23,"115,50",
Güzel Hata,Hece Yayınları,Mehmet Yılmaz,"65,00",33,"43,55",
Titana Saldırı 32. Cilt,Gerekli Şeyler Yayıncılık,Hajime İsayama,"120,00",25,"90,00",
Karar,Nemesis Kitap,Emma Chase,"198,50",50,"99,25",
Yedi Ölümcül Günah 20. Cilt,Gerekli Şeyler Yayıncılık,Nakaba Suzuki,"120,00",58,"50,40",
Kavruk Nohut,Çimke Yayınevi,Ebabekir Cambolat,"80,00",33,"53,60",
Tex 46 Nihai İntikam,Çizgi Düşler Yayınevi,Mauro Boselli,"180,00",33,"120,60",
Tex Willer 5 -Sierra Madre,Çizgi Düşler Yayınevi,Mauro Boselli,"100,00",33,"67,00",
Katedral`de Sohbet,Can Yayınları,Mario Vargas Llosa,"332,00",40,"199,20",
Sınır Üçlemesi,MEAV Yayıncılık,Suzy Lee,"330,00",29,"234,30",
Kenara Yakın,h2o Kitap,Sertaç Yumun,"109,00",29,"77,39",
Yanılsamalar,h2o Kitap,Gül Gülsün Yıldız,"109,00",29,"77,39",
Bahriyeli,Karina Yayınevi,Hasan Doğan,"170,00",28,"122,40",
İçimden Gidenler,İkinci Adam Yayınları,Semanur Perim,"110,00",33,"73,70",
Akşehir`den Geçtim,Çimke Yayınevi,Ahmet Üresin,"80,00",33,"53,60",
Gölge Ölüm - Bir Eve Dallas Polisiyesi,Epsilon Yayınevi,Nora Roberts,"225,00",50,"112,50",
Gölge Ölüm - Bir Eve Dallas Polisiyesi,Epsilon Yayınevi,Nora Roberts,"225,00",50,"112,50",
Mavi Çıra,Liman Yayınevi,Ali Şerif,"50,00",33,"33,50",
Limit Cilt 6,Akıl Çelen Kitaplar,Keiko Suenobu,"110,00",25,"82,50",
Bir Gün Olur Perdeyi Yar Kaldırır,Çimke Yayınevi,Sedef Sayan,"80,00",33,"53,60",
Blade Runner 2019 Volume 2,Epsilon Yayınevi,Michael Green,"215,00",50,"107,50",
Sevdalı Öyküler,Liman Yayınevi,Niyazi Uyar,"122,00",33,"81,74",
Benim Hep Düşlerim Oldu,Çimke Yayınevi,Bayram Çelik,"60,00",33,"40,20",
Babama Mektuplar,Yükseliş Yayınları,Vedat Güneş,"100,00",33,"67,00",
"Peki, Ya Eserler Yazar Değiştirseydi?",Everest Yayınları,Pierre Bayard,"95,00",35,"61,75",
Peri,Cinius Yayınları,Zuhal Cellat,"100,00",32,"68,00",
Sesler Yüzler Sokaklar,Parya Kitap,Neşe Cengiz,"100,00",33,"67,00",
Mezopotamya`da Hüzün Abdülmelik Fırat,Beyan Yayınları,Aydın Işık,"150,00",30,"105,00",
Yine de Bir Şansımız Olmalı,Everest Yayınları,Gamze Efe,"85,00",35,"55,25",
Sevginin Gücü,Çimke Yayınevi,Ramazan Sayar,"95,00",33,"63,65",
Kar Siyahtı,Yazardan Direkt Yayınevi,Melek Yazıcı,"65,00",33,"43,55",
Bilal Yıldız,Çimke Yayınevi,Mehmet Akif Aldur,"80,00",33,"53,60",
Kutup Yıldızı Serisi Set 4 Kitap,Ephesus Yayınları,Mehtap Fırat,"916,00",35,"595,40",
Çember Çekmece,Kafe Kültür Yayıncılık,Özge Can,"75,00",29,"53,25",
Kasb - Hunar Leksemalarining Yasalish Masalaları,Kesit Yayınları,Murodqosim Abdiyev,"168,00",18,"137,76",
Badiiylik Va Hayotıy Haqiqat,Kesit Yayınları,Nasirov Azimidin,"182,00",18,"149,24",
Soğuk Düş,Dramatik Yayınları,Sinan Demir,"60,00",32,"40,80",
Türk Romanında Kurmaca Bir Kişilik Olarak Şeyh Bedreddin,Kesit Yayınları,Muhittin Doğan,"170,00",18,"139,40",
Makbule Efe’nin Çocukları,Az Kitap,Kolektif,"120,00",38,"74,40",
Yitik Kızlar,Domingo Yayınevi,Alex Michaelides,"188,00",28,"135,36",
Zöhre,Morena Yayınevi,Havva Kalaycı,"80,00",33,"53,60",
Şiir Dilinde Kur’an,Morena Yayınevi,Kamil Yüce,"70,00",33,"46,90",
Sandık,Sokak Kitapları Yayınları,Havariler,"40,00",38,"24,80",
Deva Ten,Sokak Kitapları Yayınları,Bahar Galatalı,"30,00",38,"18,60",
Denizde Bir Damla,Kitap Müptelası Yayınları,Turan Ekinci,"190,00",23,"146,30",
Bildiğin Gibi Değil,Mona Kitap,Fatma Çelenk,"195,00",57,"83,85",
Doğanın Kızı,Liman Yayınevi,Esin Ender Çiftçioğlu,"97,00",33,"64,99",
Seher Vakti,Mahi Kitap,Mehmet Yalpır,"70,00",33,"46,90",
